RowId,YearStart,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Class,Topic,Question,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationId,Geolocation
NHANES~2003-2004~59~NH032~AGE05~Crude,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),43.1,43.1,,,38.7,47.5,Age,45-64,C2,T9,NH032,Crude,BOC03,AGE05,59,
NHANES~2003-2004~59~NH032~AGE06~Crude,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),64.1,64.1,,,59.3,68.6,Age,65+,C2,T9,NH032,Crude,BOC03,AGE06,59,
NHANES~2003-2004~59~NH032~AGE07~Crude,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),47.3,47.3,,,43.6,50.9,Age,35+,C2,T9,NH032,Crude,BOC03,AGE07,59,
NHANES~2003-2004~59~NH032~AGE08~Crude,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),59.2,59.2,,,53.0,65.2,Age,75+,C2,T9,NH032,Crude,BOC03,AGE08,59,
NHANES~2003-2004~59~NH032~RAC01~Crude,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),43.3,43.3,,,39.6,47.1,Race,Non-Hispanic White,C2,T9,NH032,Crude,BOC04,RAC01,59,
NHANES~2003-2004~59~NH032~RAC01~Age-Standardized,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),32.6,32.6,,,28.8,36.6,Race,Non-Hispanic White,C2,T9,NH032,AgeStdz,BOC04,RAC01,59,
NHANES~2003-2004~59~NH032~RAC02~Age-Standardized,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),38.6,38.6,,,33.7,43.6,Race,Non-Hispanic Black,C2,T9,NH032,AgeStdz,BOC04,RAC02,59,
NHANES~2003-2004~59~NH032~RAC02~Crude,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),46.0,46.0,,,40.8,51.2,Race,Non-Hispanic Black,C2,T9,NH032,Crude,BOC04,RAC02,59,
NHANES~2003-2004~59~NH032~RAC03~Age-Standardized,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T9,NH032,AgeStdz,BOC04,RAC03,59,
NHANES~2003-2004~59~NH032~RAC03~Crude,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T9,NH032,Crude,BOC04,RAC03,59,
NHANES~2003-2004~59~NH032~RAC04~Crude,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T9,NH032,Crude,BOC04,RAC04,59,
NHANES~2003-2004~59~NH032~RAC04~Age-Standardized,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T9,NH032,AgeStdz,BOC04,RAC04,59,
NHANES~2003-2004~59~NH032~RAC07~Crude,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Other,C2,T9,NH032,Crude,BOC04,RAC07,59,
NHANES~2003-2004~59~NH032~RAC07~Age-Standardized,2003-2004,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Other,C2,T9,NH032,AgeStdz,BOC04,RAC07,59,
NHANES~2005-2006~59~NH032~OVR01~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),33.6,33.6,,,30.5,36.8,Overall,Overall,C2,T9,NH032,AgeStdz,BOC01,OVR01,59,
NHANES~2005-2006~59~NH032~OVR01~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),45.1,45.1,,,40.4,50.0,Overall,Overall,C2,T9,NH032,Crude,BOC01,OVR01,59,
NHANES~2005-2006~59~NH032~GEN01~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),30.1,30.1,,,27.3,33.0,Gender,Male,C2,T9,NH032,AgeStdz,BOC02,GEN01,59,
NHANES~2005-2006~59~NH032~GEN01~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),37.2,37.2,,,32.9,41.9,Gender,Male,C2,T9,NH032,Crude,BOC02,GEN01,59,
NHANES~2005-2006~59~NH032~GEN02~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),39.6,39.6,,,33.1,46.4,Gender,Female,C2,T9,NH032,AgeStdz,BOC02,GEN02,59,
NHANES~2005-2006~59~NH032~GEN02~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),53.9,53.9,,,47.2,60.4,Gender,Female,C2,T9,NH032,Crude,BOC02,GEN02,59,
NHANES~2005-2006~59~NH032~AGE01~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Age,18-24,C2,T9,NH032,Crude,BOC03,AGE01,59,
NHANES~2005-2006~59~NH032~AGE04~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),16.8,16.8,,,13.6,20.6,Age,25-44,C2,T9,NH032,Crude,BOC03,AGE04,59,
NHANES~2005-2006~59~NH032~AGE05~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),47.6,47.6,,,41.8,53.3,Age,45-64,C2,T9,NH032,Crude,BOC03,AGE05,59,
NHANES~2005-2006~59~NH032~AGE06~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),68.8,68.8,,,65.3,72.0,Age,65+,C2,T9,NH032,Crude,BOC03,AGE06,59,
NHANES~2005-2006~59~NH032~AGE07~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),49.5,49.5,,,45.1,54.0,Age,35+,C2,T9,NH032,Crude,BOC03,AGE07,59,
NHANES~2005-2006~59~NH032~AGE08~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),64.5,64.5,,,59.0,69.6,Age,75+,C2,T9,NH032,Crude,BOC03,AGE08,59,
NHANES~2005-2006~59~NH032~RAC01~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),31.8,31.8,,,28.0,35.7,Race,Non-Hispanic White,C2,T9,NH032,AgeStdz,BOC04,RAC01,59,
NHANES~2005-2006~59~NH032~RAC01~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),45.8,45.8,,,40.2,51.4,Race,Non-Hispanic White,C2,T9,NH032,Crude,BOC04,RAC01,59,
NHANES~2005-2006~59~NH032~RAC02~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),45.6,45.6,,,42.2,49.0,Race,Non-Hispanic Black,C2,T9,NH032,AgeStdz,BOC04,RAC02,59,
NHANES~2005-2006~59~NH032~RAC02~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),53.6,53.6,,,49.5,57.6,Race,Non-Hispanic Black,C2,T9,NH032,Crude,BOC04,RAC02,59,
NHANES~2005-2006~59~NH032~RAC03~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T9,NH032,Crude,BOC04,RAC03,59,
NHANES~2005-2006~59~NH032~RAC03~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T9,NH032,AgeStdz,BOC04,RAC03,59,
NHANES~2005-2006~59~NH032~RAC04~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T9,NH032,AgeStdz,BOC04,RAC04,59,
NHANES~2005-2006~59~NH032~RAC04~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T9,NH032,Crude,BOC04,RAC04,59,
NHANES~2005-2006~59~NH032~RAC07~Crude,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Other,C2,T9,NH032,Crude,BOC04,RAC07,59,
NHANES~2005-2006~59~NH032~RAC07~Age-Standardized,2005-2006,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Other,C2,T9,NH032,AgeStdz,BOC04,RAC07,59,
NHANES~2007-2008~59~NH032~OVR01~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),39.0,39.0,,,35.8,42.2,Overall,Overall,C2,T9,NH032,AgeStdz,BOC01,OVR01,59,
NHANES~2007-2008~59~NH032~OVR01~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),49.4,49.4,,,46.9,51.8,Overall,Overall,C2,T9,NH032,Crude,BOC01,OVR01,59,
NHANES~2007-2008~59~NH032~GEN01~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),34.1,34.1,,,30.6,37.9,Gender,Male,C2,T9,NH032,AgeStdz,BOC02,GEN01,59,
NHANES~2007-2008~59~NH032~GEN01~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),42.2,42.2,,,38.4,46.2,Gender,Male,C2,T9,NH032,Crude,BOC02,GEN01,59,
NHANES~2007-2008~59~NH032~GEN02~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),46.3,46.3,,,42.1,50.5,Gender,Female,C2,T9,NH032,AgeStdz,BOC02,GEN02,59,
NHANES~2007-2008~59~NH032~GEN02~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),56.9,56.9,,,54.1,59.7,Gender,Female,C2,T9,NH032,Crude,BOC02,GEN02,59,
NHANES~2007-2008~59~NH032~AGE01~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Age,18-24,C2,T9,NH032,Crude,BOC03,AGE01,59,
NHANES~2007-2008~59~NH032~AGE04~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),27.3,27.3,,,22.6,32.5,Age,25-44,C2,T9,NH032,Crude,BOC03,AGE04,59,
NHANES~2007-2008~59~NH032~AGE05~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),50.2,50.2,,,46.5,53.9,Age,45-64,C2,T9,NH032,Crude,BOC03,AGE05,59,
NHANES~2007-2008~59~NH032~AGE06~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),70.0,70.0,,,66.2,73.4,Age,65+,C2,T9,NH032,Crude,BOC03,AGE06,59,
NHANES~2007-2008~59~NH032~AGE07~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),53.9,53.9,,,51.5,56.3,Age,35+,C2,T9,NH032,Crude,BOC03,AGE07,59,
NHANES~2007-2008~59~NH032~AGE08~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),71.1,71.1,,,66.4,75.4,Age,75+,C2,T9,NH032,Crude,BOC03,AGE08,59,
NHANES~2007-2008~59~NH032~RAC01~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),39.6,39.6,,,35.2,44.1,Race,Non-Hispanic White,C2,T9,NH032,AgeStdz,BOC04,RAC01,59,
NHANES~2007-2008~59~NH032~RAC01~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),50.9,50.9,,,48.0,53.7,Race,Non-Hispanic White,C2,T9,NH032,Crude,BOC04,RAC01,59,
NHANES~2007-2008~59~NH032~RAC02~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),47.1,47.1,,,41.7,52.6,Race,Non-Hispanic Black,C2,T9,NH032,AgeStdz,BOC04,RAC02,59,
NHANES~2007-2008~59~NH032~RAC02~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),53.8,53.8,,,48.3,59.2,Race,Non-Hispanic Black,C2,T9,NH032,Crude,BOC04,RAC02,59,
NHANES~2007-2008~59~NH032~RAC03~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T9,NH032,Crude,BOC04,RAC03,59,
NHANES~2007-2008~59~NH032~RAC03~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T9,NH032,AgeStdz,BOC04,RAC03,59,
NHANES~2007-2008~59~NH032~RAC04~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Hispanic,C2,T9,NH032,Crude,BOC04,RAC04,59,
NHANES~2007-2008~59~NH032~RAC04~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Hispanic,C2,T9,NH032,AgeStdz,BOC04,RAC04,59,
NHANES~2007-2008~59~NH032~RAC07~Crude,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Other,C2,T9,NH032,Crude,BOC04,RAC07,59,
NHANES~2007-2008~59~NH032~RAC07~Age-Standardized,2007-2008,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),25.1,25.1,,,16.0,37.1,Race,Other,C2,T9,NH032,AgeStdz,BOC04,RAC07,59,
NHANES~2009-2010~59~NH032~OVR01~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),40.1,40.1,,,36.1,44.3,Overall,Overall,C2,T9,NH032,AgeStdz,BOC01,OVR01,59,
NHANES~2009-2010~59~NH032~OVR01~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),52.7,52.7,,,48.2,57.2,Overall,Overall,C2,T9,NH032,Crude,BOC01,OVR01,59,
NHANES~2009-2010~59~NH032~GEN01~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),36.7,36.7,,,32.2,41.5,Gender,Male,C2,T9,NH032,AgeStdz,BOC02,GEN01,59,
NHANES~2009-2010~59~NH032~GEN01~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),46.4,46.4,,,41.3,51.7,Gender,Male,C2,T9,NH032,Crude,BOC02,GEN01,59,
NHANES~2009-2010~59~NH032~GEN02~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),45.5,45.5,,,41.3,49.9,Gender,Female,C2,T9,NH032,AgeStdz,BOC02,GEN02,59,
NHANES~2009-2010~59~NH032~GEN02~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),59.5,59.5,,,54.6,64.2,Gender,Female,C2,T9,NH032,Crude,BOC02,GEN02,59,
NHANES~2009-2010~59~NH032~AGE01~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Age,18-24,C2,T9,NH032,Crude,BOC03,AGE01,59,
NHANES~2009-2010~59~NH032~AGE04~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),22.6,22.6,,,18.1,27.9,Age,25-44,C2,T9,NH032,Crude,BOC03,AGE04,59,
NHANES~2009-2010~59~NH032~AGE05~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),55.7,55.7,,,49.8,61.4,Age,45-64,C2,T9,NH032,Crude,BOC03,AGE05,59,
NHANES~2009-2010~59~NH032~AGE06~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),73.3,73.3,,,69.8,76.6,Age,65+,C2,T9,NH032,Crude,BOC03,AGE06,59,
NHANES~2009-2010~59~NH032~AGE07~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),57.2,57.2,,,52.6,61.7,Age,35+,C2,T9,NH032,Crude,BOC03,AGE07,59,
NHANES~2009-2010~59~NH032~AGE08~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),74.7,74.7,,,69.7,79.1,Age,75+,C2,T9,NH032,Crude,BOC03,AGE08,59,
NHANES~2009-2010~59~NH032~RAC01~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),40.3,40.3,,,35.2,45.6,Race,Non-Hispanic White,C2,T9,NH032,AgeStdz,BOC04,RAC01,59,
NHANES~2009-2010~59~NH032~RAC01~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),54.4,54.4,,,48.7,59.9,Race,Non-Hispanic White,C2,T9,NH032,Crude,BOC04,RAC01,59,
NHANES~2009-2010~59~NH032~RAC02~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Age-Standardized,Percent (%),46.4,46.4,,,40.1,52.9,Race,Non-Hispanic Black,C2,T9,NH032,AgeStdz,BOC04,RAC02,59,
NHANES~2009-2010~59~NH032~RAC02~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),55.7,55.7,,,49.7,61.5,Race,Non-Hispanic Black,C2,T9,NH032,Crude,BOC04,RAC02,59,
NHANES~2009-2010~59~NH032~RAC03~Crude,2009-2010,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension (BP =130/90); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T9,NH032,Crude,BOC04,RAC03,59,
